text,phonemes,soundex,Soundexanzahl,Phonemanzahl,AnzahlSätze,Wortanzahl,Wortlängen,VarWortlängen
Daffy flees fifty-five fierce flying fireflies.,"[['D', 'AE1', 'F', 'IY0'], ['F', 'L', 'IY1', 'Z'], ['F', 'IH1', 'F', 'T', 'AY2', 'F', 'IH0', 'V'], ['F', 'IH1', 'R', 'S'], ['F', 'L', 'AY1', 'IH0', 'NG'], ['F', 'AY1', 'ER0', 'F', 'L', 'AY2', 'Z']]","['D100', 'F420', 'F131', 'F620', 'F452', 'F614']","{'D100': 1, 'F420': 1, 'F131': 1, 'F620': 1, 'F452': 1, 'F614': 1}","{'D': 1, 'AE1': 1, 'F': 9, 'IY0': 1, 'L': 3, 'IY1': 1, 'Z': 2, 'IH1': 2, 'T': 1, 'AY2': 2, 'IH0': 2, 'V': 1, 'R': 1, 'S': 1, 'AY1': 2, 'NG': 1, 'ER0': 1}",1,6,"[5, 5, 10, 6, 6, 10]",4.666666666666667
Tricky Tweety traps tomcats in treetops.,"[['T', 'R', 'IH1', 'K', 'IY0'], ['T', 'W', 'IY1', 'T', 'IY0'], ['T', 'R', 'AE1', 'P', 'S'], ['T', 'AA1', 'M', 'K', 'AE2', 'T', 'S'], ['IH0', 'N'], ['T', 'R', 'IY1', 'T', 'AO2', 'P', 'S']]","['T620', 'T300', 'T612', 'T523', 'I500', 'T631']","{'T620': 1, 'T300': 1, 'T612': 1, 'T523': 1, 'I500': 1, 'T631': 1}","{'T': 8, 'R': 3, 'IH1': 1, 'K': 2, 'IY0': 2, 'W': 1, 'IY1': 2, 'AE1': 1, 'P': 2, 'S': 3, 'AA1': 1, 'M': 1, 'AE2': 1, 'IH0': 1, 'N': 1, 'AO2': 1}",1,6,"[6, 6, 5, 7, 2, 9]",4.472222222222222
Bugs bought a bottle of bubbles to blow big blue bubbles.,"[['B', 'AH1', 'G', 'Z'], ['B', 'AA1', 'T'], ['AH0'], ['B', 'AA1', 'T', 'AH0', 'L'], ['AH1', 'V'], ['B', 'AH1', 'B', 'AH0', 'L', 'Z'], ['T', 'UW1'], ['B', 'L', 'OW1'], ['B', 'IH1', 'G'], ['B', 'L', 'UW1'], ['B', 'AH1', 'B', 'AH0', 'L', 'Z']]","['B200', 'B230', 'A000', 'B340', 'O100', 'B142', 'T000', 'B400', 'B200', 'B400', 'B142']","{'B200': 2, 'B230': 1, 'A000': 1, 'B340': 1, 'O100': 1, 'B142': 2, 'T000': 1, 'B400': 2}","{'B': 10, 'AH1': 4, 'G': 2, 'Z': 3, 'AA1': 2, 'T': 3, 'AH0': 4, 'L': 5, 'V': 1, 'UW1': 2, 'OW1': 1, 'IH1': 1}",1,11,"[4, 6, 1, 6, 2, 7, 2, 4, 3, 4, 8]",4.56198347107438
Daffy Duck ducked down the deep dark damn dank den.,"[['D', 'AE1', 'F', 'IY0'], ['D', 'AH1', 'K'], ['D', 'AH1', 'K', 'T'], ['D', 'AW1', 'N'], ['DH', 'AH0'], ['D', 'IY1', 'P'], ['D', 'AA1', 'R', 'K'], ['D', 'AE1', 'M'], ['D', 'AE1', 'NG', 'K'], ['D', 'EH1', 'N']]","['D100', 'D200', 'D230', 'D500', 'T000', 'D100', 'D620', 'D500', 'D520', 'D500']","{'D100': 2, 'D200': 1, 'D230': 1, 'D500': 3, 'T000': 1, 'D620': 1, 'D520': 1}","{'D': 9, 'AE1': 3, 'F': 1, 'IY0': 1, 'AH1': 2, 'K': 4, 'T': 1, 'AW1': 1, 'N': 2, 'DH': 1, 'AH0': 1, 'IY1': 1, 'P': 1, 'AA1': 1, 'R': 1, 'M': 1, 'NG': 1, 'EH1': 1}",1,10,"[5, 4, 6, 4, 3, 4, 4, 4, 4, 4]",0.5599999999999999
See Sylvester saw the same seesaw Sam seesaws on.,"[['S', 'IY1'], ['S', 'IH0', 'L', 'V', 'EH1', 'S', 'T', 'ER0'], ['S', 'AO1'], ['DH', 'AH0'], ['S', 'EY1', 'M'], ['S', 'IY1', 'S', 'AO2'], ['S', 'AE1', 'M'], ['S', 'IY1', 'S', 'AO2', 'Z'], ['AA1', 'N']]","['S000', 'S412', 'S000', 'T000', 'S500', 'S200', 'S500', 'S220', 'O500']","{'S000': 2, 'S412': 1, 'T000': 1, 'S500': 2, 'S200': 1, 'S220': 1, 'O500': 1}","{'S': 10, 'IY1': 3, 'IH0': 1, 'L': 1, 'V': 1, 'EH1': 1, 'T': 1, 'ER0': 1, 'AO1': 1, 'DH': 1, 'AH0': 1, 'EY1': 1, 'M': 2, 'AO2': 2, 'AE1': 1, 'Z': 1, 'AA1': 1, 'N': 1}",1,9,"[3, 9, 3, 3, 4, 6, 3, 7, 3]",4.469135802469136
Porky pig pruned partially pitted potted plums.,"[['P', 'AO1', 'R', 'K', 'IY0'], ['P', 'IH1', 'G'], ['P', 'R', 'UW1', 'N', 'D'], ['P', 'AA1', 'R', 'SH', 'AH0', 'L', 'IY0'], ['P', 'IH1', 'T', 'AH0', 'D'], ['P', 'AA1', 'T', 'IH0', 'D'], ['P', 'L', 'AH1', 'M', 'Z']]","['P620', 'P200', 'P653', 'P634', 'P330', 'P330', 'P452']","{'P620': 1, 'P200': 1, 'P653': 1, 'P634': 1, 'P330': 2, 'P452': 1}","{'P': 7, 'AO1': 1, 'R': 3, 'K': 1, 'IY0': 2, 'IH1': 2, 'G': 1, 'UW1': 1, 'N': 1, 'D': 3, 'AA1': 2, 'SH': 1, 'AH0': 2, 'L': 2, 'T': 2, 'IH0': 1, 'AH1': 1, 'M': 1, 'Z': 1}",1,7,"[5, 3, 6, 9, 6, 6, 6]",2.693877551020408
Road Runner wears a real wristwatch.,"[['R', 'OW1', 'D'], ['R', 'AH1', 'N', 'ER0'], ['W', 'EH1', 'R', 'Z'], ['AH0'], ['R', 'IY1', 'L'], ['R', 'IH1', 'S', 'T', 'W', 'AA2', 'CH']]","['R300', 'R560', 'W620', 'A000', 'R400', 'W623']","{'R300': 1, 'R560': 1, 'W620': 1, 'A000': 1, 'R400': 1, 'W623': 1}","{'R': 5, 'OW1': 1, 'D': 1, 'AH1': 1, 'N': 1, 'ER0': 1, 'W': 2, 'EH1': 1, 'Z': 1, 'AH0': 1, 'IY1': 1, 'L': 1, 'IH1': 1, 'S': 1, 'T': 1, 'AA2': 1, 'CH': 1}",1,6,"[4, 6, 5, 1, 4, 11]",9.138888888888888
Speedy sprinted in a spiffy spotted sport suit.,"[['S', 'P', 'IY1', 'D', 'IY0'], ['S', 'P', 'R', 'IH1', 'N', 'T', 'IH0', 'D'], ['IH0', 'N'], ['AH0'], ['S', 'P', 'IH1', 'F', 'IY0'], ['S', 'P', 'AA1', 'T', 'AH0', 'D'], ['S', 'P', 'AO1', 'R', 'T'], ['S', 'UW1', 'T']]","['S130', 'S165', 'I500', 'A000', 'S110', 'S133', 'S163', 'S300']","{'S130': 1, 'S165': 1, 'I500': 1, 'A000': 1, 'S110': 1, 'S133': 1, 'S163': 1, 'S300': 1}","{'S': 6, 'P': 5, 'IY1': 1, 'D': 3, 'IY0': 2, 'R': 2, 'IH1': 2, 'N': 2, 'T': 4, 'IH0': 2, 'AH0': 2, 'F': 1, 'AA1': 1, 'AO1': 1, 'UW1': 1}",1,8,"[6, 8, 2, 1, 6, 7, 5, 5]",5.0
Tweety trains two tree toads to twist.,"[['T', 'W', 'IY1', 'T', 'IY0'], ['T', 'R', 'EY1', 'N', 'Z'], ['T', 'UW1'], ['T', 'R', 'IY1'], ['T', 'OW1', 'D', 'Z'], ['T', 'UW1'], ['T', 'W', 'IH1', 'S', 'T']]","['T300', 'T652', 'T000', 'T600', 'T320', 'T000', 'T230']","{'T300': 1, 'T652': 1, 'T000': 2, 'T600': 1, 'T320': 1, 'T230': 1}","{'T': 9, 'W': 2, 'IY1': 2, 'IY0': 1, 'R': 2, 'EY1': 1, 'N': 1, 'Z': 2, 'UW1': 2, 'OW1': 1, 'D': 1, 'IH1': 1, 'S': 1}",1,7,"[6, 6, 3, 4, 5, 2, 6]",2.2448979591836737
Daffy scratched with a cracked black bath brush.,"[['D', 'AE1', 'F', 'IY0'], ['S', 'K', 'R', 'AE1', 'CH', 'T'], ['W', 'IH1', 'DH'], ['AH0'], ['K', 'R', 'AE1', 'K', 'T'], ['B', 'L', 'AE1', 'K'], ['B', 'AE1', 'TH'], ['B', 'R', 'AH1', 'SH']]","['D100', 'S263', 'W300', 'A000', 'C623', 'B420', 'B300', 'B620']","{'D100': 1, 'S263': 1, 'W300': 1, 'A000': 1, 'C623': 1, 'B420': 1, 'B300': 1, 'B620': 1}","{'D': 1, 'AE1': 5, 'F': 1, 'IY0': 1, 'S': 1, 'K': 4, 'R': 3, 'CH': 1, 'T': 2, 'W': 1, 'IH1': 1, 'DH': 1, 'AH0': 1, 'B': 3, 'L': 1, 'TH': 1, 'AH1': 1, 'SH': 1}",1,8,"[5, 9, 4, 1, 7, 5, 4, 6]",4.859375
Ailing Elmer ate eight eggs over easy.,"[['EY1', 'L', 'IH0', 'NG'], ['EH1', 'L', 'M', 'ER0'], ['EY1', 'T'], ['EY1', 'T'], ['EH1', 'G', 'Z'], ['OW1', 'V', 'ER0'], ['IY1', 'Z', 'IY0']]","['A452', 'E456', 'A300', 'E230', 'E200', 'O160', 'E200']","{'A452': 1, 'E456': 1, 'A300': 1, 'E230': 1, 'E200': 2, 'O160': 1}","{'EY1': 3, 'L': 2, 'IH0': 1, 'NG': 1, 'EH1': 2, 'M': 1, 'ER0': 2, 'T': 2, 'G': 1, 'Z': 2, 'OW1': 1, 'V': 1, 'IY1': 1, 'IY0': 1}",1,7,"[6, 5, 3, 5, 4, 4, 5]",0.8163265306122448
Bugs Bunny's brown bran bread burned black.,"[['B', 'AH1', 'G', 'Z'], ['B', 'AH1', 'N', 'IY0', 'Z'], ['B', 'R', 'AW1', 'N'], ['B', 'R', 'AE1', 'N'], ['B', 'R', 'EH1', 'D'], ['B', 'ER1', 'N', 'D'], ['B', 'L', 'AE1', 'K']]","['B200', 'B520', 'B650', 'B650', 'B630', 'B653', 'B420']","{'B200': 1, 'B520': 1, 'B650': 2, 'B630': 1, 'B653': 1, 'B420': 1}","{'B': 7, 'AH1': 2, 'G': 1, 'Z': 2, 'N': 4, 'IY0': 1, 'R': 3, 'AW1': 1, 'AE1': 2, 'EH1': 1, 'D': 2, 'ER1': 1, 'L': 1, 'K': 1}",1,7,"[4, 7, 5, 4, 5, 6, 6]",1.0612244897959184
Porky pets a pack of pesky prickly porcupines.,"[['P', 'AO1', 'R', 'K', 'IY0'], ['P', 'EH1', 'T', 'S'], ['AH0'], ['P', 'AE1', 'K'], ['AH1', 'V'], ['P', 'EH1', 'S', 'K', 'IY0'], ['P', 'R', 'IH1', 'K', 'L', 'IY0'], ['P', 'AO1', 'R', 'K', 'Y', 'AH0', 'P', 'AY2', 'N', 'Z']]","['P620', 'P320', 'A000', 'P200', 'O100', 'P200', 'P624', 'P621']","{'P620': 1, 'P320': 1, 'A000': 1, 'P200': 2, 'O100': 1, 'P624': 1, 'P621': 1}","{'P': 7, 'AO1': 2, 'R': 3, 'K': 5, 'IY0': 3, 'EH1': 2, 'T': 1, 'S': 2, 'AH0': 2, 'AE1': 1, 'AH1': 1, 'V': 1, 'IH1': 1, 'L': 1, 'Y': 1, 'AY2': 1, 'N': 1, 'Z': 1}",1,8,"[5, 4, 1, 4, 2, 5, 7, 11]",8.359375
Sam sheepdog sheared six shy sheep.,"[['S', 'AE1', 'M'], ['SH', 'IY1', 'P', 'T', 'AO2', 'G'], ['SH', 'IH1', 'R', 'D'], ['S', 'IH1', 'K', 'S'], ['SH', 'AY1'], ['SH', 'IY1', 'P']]","['S500', 'S132', 'S630', 'S200', 'S000', 'S100']","{'S500': 1, 'S132': 1, 'S630': 1, 'S200': 1, 'S000': 1, 'S100': 1}","{'S': 3, 'AE1': 1, 'M': 1, 'SH': 4, 'IY1': 2, 'P': 2, 'T': 1, 'AO2': 1, 'G': 1, 'IH1': 2, 'R': 1, 'D': 1, 'K': 1, 'AY1': 1}",1,6,"[3, 8, 7, 3, 3, 6]",4.333333333333333
Foghorn Leghorn fed French flies French fries.,"[['F', 'AA1', 'G', 'HH', 'ER0', 'N'], ['L', 'EH1', 'G', 'HH', 'AO0', 'R', 'N'], ['F', 'EH1', 'D'], ['F', 'R', 'EH1', 'N', 'CH'], ['F', 'L', 'AY1', 'Z'], ['F', 'R', 'EH1', 'N', 'CH'], ['F', 'R', 'AY1', 'Z']]","['F265', 'L265', 'F300', 'F652', 'F420', 'F652', 'F620']","{'F265': 1, 'L265': 1, 'F300': 1, 'F652': 2, 'F420': 1, 'F620': 1}","{'F': 6, 'AA1': 1, 'G': 2, 'HH': 2, 'ER0': 1, 'N': 4, 'L': 2, 'EH1': 4, 'AO0': 1, 'R': 4, 'D': 1, 'CH': 2, 'AY1': 2, 'Z': 2}",1,7,"[7, 7, 3, 6, 5, 6, 6]",1.6326530612244894
Yosemite Sam sold six shiny six-shooters.,"[['Y', 'OW0', 'S', 'EH1', 'M', 'IH0', 'T', 'IY0'], ['S', 'AE1', 'M'], ['S', 'OW1', 'L', 'D'], ['S', 'IH1', 'K', 'S'], ['SH', 'AY1', 'N', 'IY0'], ['S', 'IH1', 'K', 'S', 'K', 'OY2', 'DH', 'Z']]","['Y253', 'S500', 'S430', 'S200', 'S500', 'S236']","{'Y253': 1, 'S500': 2, 'S430': 1, 'S200': 1, 'S236': 1}","{'Y': 1, 'OW0': 1, 'S': 7, 'EH1': 1, 'M': 2, 'IH0': 1, 'T': 1, 'IY0': 2, 'AE1': 1, 'OW1': 1, 'L': 1, 'D': 1, 'IH1': 2, 'K': 3, 'SH': 1, 'AY1': 1, 'N': 1, 'OY2': 1, 'DH': 1, 'Z': 1}",1,6,"[8, 3, 4, 3, 5, 13]",12.666666666666666
Round and round the rubber rubble roads Runner runs.,"[['R', 'AW1', 'N', 'D'], ['AH0', 'N', 'D'], ['R', 'AW1', 'N', 'D'], ['DH', 'AH0'], ['R', 'AH1', 'B', 'ER0'], ['R', 'AH1', 'B', 'AH0', 'L'], ['R', 'OW1', 'D', 'Z'], ['R', 'AH1', 'N', 'ER0'], ['R', 'AH1', 'N', 'Z']]","['R530', 'A530', 'R530', 'T000', 'R160', 'R140', 'R320', 'R560', 'R520']","{'R530': 2, 'A530': 1, 'T000': 1, 'R160': 1, 'R140': 1, 'R320': 1, 'R560': 1, 'R520': 1}","{'R': 7, 'AW1': 2, 'N': 5, 'D': 4, 'AH0': 3, 'DH': 1, 'AH1': 4, 'B': 2, 'ER0': 2, 'L': 1, 'OW1': 1, 'Z': 2}",1,9,"[5, 3, 5, 3, 6, 6, 5, 6, 5]",1.2098765432098766
Tweety tweaked two twerpy turtles.,"[['T', 'W', 'IY1', 'T', 'IY0'], ['T', 'W', 'IY1', 'K', 'T'], ['T', 'UW1'], ['T', 'R', 'UW1', 'P', 'IY0'], ['T', 'ER1', 'T', 'AH0', 'L', 'Z']]","['T300', 'T230', 'T000', 'T610', 'T634']","{'T300': 1, 'T230': 1, 'T000': 1, 'T610': 1, 'T634': 1}","{'T': 8, 'W': 2, 'IY1': 2, 'IY0': 2, 'K': 1, 'UW1': 2, 'R': 1, 'P': 1, 'ER1': 1, 'AH0': 1, 'L': 1, 'Z': 1}",1,5,"[6, 7, 3, 6, 8]",2.8
Sylvester's son shines shop signs.,"[['S', 'IH0', 'L', 'G', 'EH1', 'S', 'T', 'ER0', 'Z'], ['S', 'AH1', 'N'], ['SH', 'AY1', 'N', 'Z'], ['SH', 'AA1', 'P'], ['S', 'AY1', 'N', 'Z']]","['S412', 'S500', 'S520', 'S100', 'S252']","{'S412': 1, 'S500': 1, 'S520': 1, 'S100': 1, 'S252': 1}","{'S': 4, 'IH0': 1, 'L': 1, 'G': 1, 'EH1': 1, 'T': 1, 'ER0': 1, 'Z': 3, 'AH1': 1, 'N': 3, 'SH': 2, 'AY1': 2, 'AA1': 1, 'P': 1}",1,5,"[11, 3, 6, 4, 6]",7.6
Marvin the Martian munches mushy marshmallows.,"[['M', 'AA1', 'R', 'V', 'IH0', 'N'], ['DH', 'AH0'], ['M', 'AA1', 'R', 'SH', 'AH0', 'N'], ['M', 'AH1', 'N', 'CH', 'IH0', 'Z'], ['M', 'AH1', 'SH', 'IY0'], ['M', 'AA1', 'R', 'SH', 'M', 'EH2', 'L', 'OW0', 'Z']]","['M615', 'T000', 'M635', 'M522', 'M200', 'M625']","{'M615': 1, 'T000': 1, 'M635': 1, 'M522': 1, 'M200': 1, 'M625': 1}","{'M': 6, 'AA1': 3, 'R': 3, 'V': 1, 'IH0': 2, 'N': 3, 'DH': 1, 'AH0': 2, 'SH': 3, 'AH1': 2, 'CH': 1, 'Z': 2, 'IY0': 1, 'EH2': 1, 'L': 1, 'OW0': 1}",1,6,"[6, 3, 7, 7, 5, 13]",9.472222222222221
Yosemite Sam slips on slick ski slopes.,"[['Y', 'OW0', 'S', 'EH1', 'M', 'IH0', 'T', 'IY0'], ['S', 'AE1', 'M'], ['S', 'L', 'IH1', 'P', 'S'], ['AA1', 'N'], ['S', 'L', 'IH1', 'K'], ['S', 'K', 'IY1'], ['S', 'L', 'OW1', 'P', 'S']]","['Y253', 'S500', 'S412', 'O500', 'S420', 'S200', 'S412']","{'Y253': 1, 'S500': 1, 'S412': 2, 'O500': 1, 'S420': 1, 'S200': 1}","{'Y': 1, 'OW0': 1, 'S': 8, 'EH1': 1, 'M': 2, 'IH0': 1, 'T': 1, 'IY0': 1, 'AE1': 1, 'L': 3, 'IH1': 2, 'P': 2, 'AA1': 1, 'N': 1, 'K': 2, 'IY1': 1, 'OW1': 1}",1,7,"[8, 3, 5, 2, 5, 3, 7]",4.204081632653061
Sleek sleepless Sam Sheepdog seeks sleep.,"[['S', 'L', 'IY1', 'K'], ['S', 'L', 'IY1', 'P', 'L', 'AH0', 'S'], ['S', 'AE1', 'M'], ['SH', 'IY1', 'P', 'T', 'AO2', 'G'], ['S', 'IY1', 'K', 'S'], ['S', 'L', 'IY1', 'P']]","['S420', 'S414', 'S500', 'S132', 'S200', 'S410']","{'S420': 1, 'S414': 1, 'S500': 1, 'S132': 1, 'S200': 1, 'S410': 1}","{'S': 7, 'L': 4, 'IY1': 5, 'K': 2, 'P': 3, 'AH0': 1, 'AE1': 1, 'M': 1, 'SH': 1, 'T': 1, 'AO2': 1, 'G': 1}",1,6,"[5, 9, 3, 8, 5, 6]",4.0
Foghorn Leghorn fried fresh floured flat flounder fillets.,"[['F', 'AA1', 'G', 'HH', 'ER0', 'N'], ['L', 'EH1', 'G', 'HH', 'AO0', 'R', 'N'], ['F', 'R', 'AY1', 'D'], ['F', 'R', 'EH1', 'SH'], ['F', 'L', 'AW1', 'R', 'D'], ['F', 'L', 'AE1', 'T'], ['F', 'L', 'AW1', 'N', 'D', 'ER0'], ['F', 'IH1', 'L', 'IH0', 'T', 'S']]","['F265', 'L265', 'F630', 'F620', 'F463', 'F430', 'F453', 'F432']","{'F265': 1, 'L265': 1, 'F630': 1, 'F620': 1, 'F463': 1, 'F430': 1, 'F453': 1, 'F432': 1}","{'F': 7, 'AA1': 1, 'G': 2, 'HH': 2, 'ER0': 2, 'N': 3, 'L': 5, 'EH1': 2, 'AO0': 1, 'R': 4, 'AY1': 1, 'D': 3, 'SH': 1, 'AW1': 2, 'AE1': 1, 'T': 2, 'IH1': 1, 'IH0': 1, 'S': 1}",1,8,"[7, 7, 5, 5, 7, 4, 8, 8]",1.984375
"Porky Pig prepared a peck of peppered popcorn, A peck of peppered popcorn Porky Pig prepared.","[['P', 'AO1', 'R', 'K', 'IY0'], ['P', 'IH1', 'G'], ['P', 'R', 'IY0', 'P', 'EH1', 'R', 'D'], ['AH0'], ['P', 'EH1', 'K'], ['AH1', 'V'], ['P', 'EH1', 'P', 'ER0', 'D'], ['P', 'AA1', 'P', 'K', 'AO2', 'R', 'N'], ['AH0'], ['P', 'EH1', 'K'], ['AH1', 'V'], ['P', 'EH1', 'P', 'ER0', 'D'], ['P', 'AA1', 'P', 'K', 'AO2', 'R', 'N'], ['P', 'AO1', 'R', 'K', 'IY0'], ['P', 'IH1', 'G'], ['P', 'R', 'IY0', 'P', 'EH1', 'R', 'D']]","['P620', 'P200', 'P616', 'A000', 'P200', 'O100', 'P163', 'P126', 'A000', 'P200', 'O100', 'P163', 'P126', 'P620', 'P200', 'P616']","{'P620': 2, 'P200': 4, 'P616': 2, 'A000': 2, 'O100': 2, 'P163': 2, 'P126': 2}","{'P': 18, 'AO1': 2, 'R': 8, 'K': 6, 'IY0': 4, 'IH1': 2, 'G': 2, 'EH1': 6, 'D': 4, 'AH0': 2, 'AH1': 2, 'V': 2, 'ER0': 2, 'AA1': 2, 'AO2': 2, 'N': 2}",1,16,"[5, 3, 8, 1, 4, 2, 8, 8, 1, 4, 2, 8, 7, 5, 3, 9]",7.234375
Tweety totes toy boats.,"[['T', 'W', 'IY1', 'T', 'IY0'], ['T', 'OW1', 'T', 'S'], ['T', 'OY1'], ['B', 'OW1', 'T', 'S']]","['T300', 'T320', 'T000', 'B320']","{'T300': 1, 'T320': 1, 'T000': 1, 'B320': 1}","{'T': 6, 'W': 1, 'IY1': 1, 'IY0': 1, 'OW1': 2, 'S': 2, 'OY1': 1, 'B': 1}",1,4,"[6, 5, 3, 6]",1.5
Michigan J Frog found four flying fish fleeing fast.,"[['M', 'IH1', 'SH', 'IH0', 'G', 'AH0', 'N'], ['JH', 'EY1'], ['F', 'R', 'AA1', 'G'], ['F', 'AW1', 'N', 'D'], ['F', 'AO1', 'R'], ['F', 'L', 'AY1', 'IH0', 'NG'], ['F', 'IH1', 'SH'], ['F', 'L', 'IY1', 'IH0', 'NG'], ['F', 'AE1', 'S', 'T']]","['M225', 'J000', 'F620', 'F530', 'F600', 'F452', 'F200', 'F452', 'F230']","{'M225': 1, 'J000': 1, 'F620': 1, 'F530': 1, 'F600': 1, 'F452': 2, 'F200': 1, 'F230': 1}","{'M': 1, 'IH1': 2, 'SH': 2, 'IH0': 3, 'G': 2, 'AH0': 1, 'N': 2, 'JH': 1, 'EY1': 1, 'F': 7, 'R': 2, 'AA1': 1, 'AW1': 1, 'D': 1, 'AO1': 1, 'L': 2, 'AY1': 1, 'NG': 2, 'IY1': 1, 'AE1': 1, 'S': 1, 'T': 1}",1,9,"[8, 1, 4, 5, 4, 6, 4, 7, 5]",3.6543209876543212
Granny glares at a cruel ghoul stewing green gruel.,"[['G', 'R', 'AE1', 'N', 'IY0'], ['G', 'L', 'EH1', 'R', 'Z'], ['AE1', 'T'], ['AH0'], ['K', 'R', 'UW1', 'AH0', 'L'], ['G', 'UW1', 'L'], ['S', 'T', 'UW1', 'IH0', 'NG'], ['G', 'R', 'IY1', 'N'], ['G', 'R', 'UW1', 'IH0', 'L']]","['G650', 'G462', 'A300', 'A000', 'C640', 'G400', 'S352', 'G650', 'G640']","{'G650': 2, 'G462': 1, 'A300': 1, 'A000': 1, 'C640': 1, 'G400': 1, 'S352': 1, 'G640': 1}","{'G': 5, 'R': 5, 'AE1': 2, 'N': 2, 'IY0': 1, 'L': 4, 'EH1': 1, 'Z': 1, 'T': 2, 'AH0': 2, 'K': 1, 'UW1': 4, 'S': 1, 'IH0': 2, 'NG': 1, 'IY1': 1}",1,9,"[6, 6, 2, 1, 5, 5, 7, 5, 6]",3.5061728395061724
Sylvester's son slurps sixty-six sticky licorice sticks.,"[['S', 'IH0', 'L', 'G', 'EH1', 'S', 'T', 'ER0', 'Z'], ['S', 'AH1', 'N'], ['S', 'L', 'ER1', 'P', 'S'], ['S', 'IH1', 'K', 'S', 'T', 'IH2', 'S', 'IH0', 'S'], ['S', 'T', 'IH1', 'K', 'IY0'], ['L', 'IH1', 'K', 'ER0', 'IH0', 'SH'], ['S', 'T', 'IH1', 'K', 'S']]","['S412', 'S500', 'S461', 'S232', 'S320', 'L262', 'S320']","{'S412': 1, 'S500': 1, 'S461': 1, 'S232': 1, 'S320': 2, 'L262': 1}","{'S': 12, 'IH0': 3, 'L': 3, 'G': 1, 'EH1': 1, 'T': 4, 'ER0': 2, 'Z': 1, 'AH1': 1, 'N': 1, 'ER1': 1, 'P': 1, 'IH1': 4, 'K': 4, 'IH2': 1, 'IY0': 1, 'SH': 1}",1,7,"[11, 3, 6, 9, 6, 8, 7]",5.551020408163265
"Pepé, pass the plate of peeled pitted plums, please.","[['P', 'EH1', 'P', 'IY0'], ['P', 'AE1', 'S'], ['DH', 'AH0'], ['P', 'L', 'EY1', 'T'], ['AH1', 'V'], ['P', 'IY1', 'L', 'D'], ['P', 'IH1', 'T', 'AH0', 'D'], ['P', 'L', 'AH1', 'M', 'Z'], ['P', 'L', 'IY1', 'Z']]","['P100', 'P200', 'T000', 'P430', 'O100', 'P430', 'P330', 'P452', 'P420']","{'P100': 1, 'P200': 1, 'T000': 1, 'P430': 2, 'O100': 1, 'P330': 1, 'P452': 1, 'P420': 1}","{'P': 8, 'EH1': 1, 'IY0': 1, 'AE1': 1, 'S': 1, 'DH': 1, 'AH0': 2, 'L': 4, 'EY1': 1, 'T': 2, 'AH1': 2, 'V': 1, 'IY1': 2, 'D': 2, 'IH1': 1, 'M': 1, 'Z': 2}",1,9,"[5, 4, 3, 5, 2, 6, 6, 6, 7]",2.3209876543209877
Watch witch Hazel switch swiss wristwatches.,"[['W', 'AA1', 'CH'], ['W', 'IH1', 'CH'], ['HH', 'EY1', 'Z', 'AH0', 'L'], ['S', 'W', 'IH1', 'CH'], ['S', 'W', 'IH1', 'S'], ['R', 'IH1', 'S', 'T', 'W', 'AA2', 'CH', 'IH0', 'Z']]","['W320', 'W320', 'H240', 'S320', 'S200', 'W623']","{'W320': 2, 'H240': 1, 'S320': 1, 'S200': 1, 'W623': 1}","{'W': 5, 'AA1': 1, 'CH': 4, 'IH1': 4, 'HH': 1, 'EY1': 1, 'Z': 2, 'AH0': 1, 'L': 1, 'S': 4, 'R': 1, 'T': 1, 'AA2': 1, 'IH0': 1}",1,6,"[5, 5, 5, 6, 5, 13]",8.583333333333334
Foghorn Leghorn leads lengthy leapfrog lessons.,"[['F', 'AA1', 'G', 'HH', 'ER0', 'N'], ['L', 'EH1', 'G', 'HH', 'AO0', 'R', 'N'], ['L', 'IY1', 'D', 'Z'], ['L', 'EH1', 'NG', 'TH', 'IY0'], ['L', 'IY1', 'P', 'F', 'R', 'AO2', 'G'], ['L', 'EH1', 'S', 'AH0', 'N', 'Z']]","['F265', 'L265', 'L320', 'L523', 'L162', 'L252']","{'F265': 1, 'L265': 1, 'L320': 1, 'L523': 1, 'L162': 1, 'L252': 1}","{'F': 2, 'AA1': 1, 'G': 3, 'HH': 2, 'ER0': 1, 'N': 3, 'L': 5, 'EH1': 3, 'AO0': 1, 'R': 2, 'IY1': 2, 'D': 1, 'Z': 2, 'NG': 1, 'TH': 1, 'IY0': 1, 'P': 1, 'AO2': 1, 'S': 1, 'AH0': 1}",1,6,"[7, 7, 5, 7, 8, 8]",1.0
Buzzing bugs bug Bugs Bunny.,"[['B', 'AH1', 'Z', 'IH0', 'NG'], ['B', 'AH1', 'G', 'Z'], ['B', 'AH1', 'G'], ['B', 'AH1', 'G', 'Z'], ['B', 'AH1', 'N', 'IY0']]","['B252', 'B200', 'B200', 'B200', 'B500']","{'B252': 1, 'B200': 3, 'B500': 1}","{'B': 5, 'AH1': 5, 'Z': 3, 'IH0': 1, 'NG': 1, 'G': 3, 'N': 1, 'IY0': 1}",1,5,"[7, 4, 3, 4, 6]",2.16
