text,phonemes,soundex
"Do you know Hugo? He'll go if I'll go, and Hugh'll go if you'll go. So... Hugo'll go and Hugh'll go if I and you go. That's who;ll go if you'll go.","[['D', 'UW1'], ['Y', 'UW1'], ['N', 'OW1'], ['HH', 'Y', 'UW1', 'G', 'OW0'], ['HH', 'EH1', 'L'], ['G', 'OW1'], ['IH1', 'F'], ['IH1', 'L'], ['G', 'OW1'], ['AH0', 'N', 'D'], ['HH', 'AH1', 'L'], ['G', 'OW1'], ['IH1', 'F'], ['Y', 'UW1', 'L'], ['G', 'OW1'], ['S', 'OW1'], ['HH', 'Y', 'UW1', 'G', 'OW0', 'L'], ['G', 'OW1'], ['AH0', 'N', 'D'], ['HH', 'AH1', 'L'], ['G', 'OW1'], ['IH1', 'F'], ['AY1'], ['AH0', 'N', 'D'], ['Y', 'UW1'], ['G', 'OW1'], ['TH', 'AE1', 'T', 'S'], ['HH', 'OW1', 'L'], ['G', 'OW1'], ['IH1', 'F'], ['Y', 'UW1', 'L'], ['G', 'OW1']]","['D000', 'Y000', 'K500', 'H200', 'H400', 'G000', 'I100', 'I400', 'G000', 'A530', 'H240', 'G000', 'I100', 'Y400', 'G000', 'S000', 'H240', 'G000', 'A530', 'H240', 'G000', 'I100', 'I000', 'A530', 'Y000', 'G000', 'T320', 'W400', 'G000', 'I100', 'Y400', 'G000']"
"Six sick Sikhs met six sick sheiks. ""Shake hands,"" said the Sikhs. ""Shake hands,"" said the sheiks. ""We're sick of being sick,"" said the six sick Sikhs. ""We're sick of being sick,"" said the six sick sheiks. Six Sikhs with the shivers, six sheiks with the shakes.","[['S', 'IH1', 'K', 'S'], ['S', 'IH1', 'K'], ['S', 'IY1', 'K', 'S'], ['M', 'EH1', 'T'], ['S', 'IH1', 'K', 'S'], ['S', 'IH1', 'K'], ['SH', 'IY1', 'K', 'S'], ['SH', 'EY1', 'K'], ['HH', 'AE1', 'N', 'D', 'Z'], ['S', 'EH1', 'D'], ['DH', 'AH0'], ['S', 'IY1', 'K', 'S'], ['SH', 'EY1', 'K'], ['HH', 'AE1', 'N', 'D', 'Z'], ['S', 'EH1', 'D'], ['DH', 'AH0'], ['SH', 'IY1', 'K', 'S'], ['W', 'ER0'], ['S', 'IH1', 'K'], ['AH1', 'V'], ['B', 'IY1', 'IH0', 'NG'], ['S', 'IH1', 'K'], ['S', 'EH1', 'D'], ['DH', 'AH0'], ['S', 'IH1', 'K', 'S'], ['S', 'IH1', 'K'], ['S', 'IY1', 'K', 'S'], ['W', 'ER0'], ['S', 'IH1', 'K'], ['AH1', 'V'], ['B', 'IY1', 'IH0', 'NG'], ['S', 'IH1', 'K'], ['S', 'EH1', 'D'], ['DH', 'AH0'], ['S', 'IH1', 'K', 'S'], ['S', 'IH1', 'K'], ['SH', 'IY1', 'K', 'S'], ['S', 'IH1', 'K', 'S'], ['S', 'IY1', 'K', 'S'], ['W', 'IH1', 'DH'], ['DH', 'AH0'], ['SH', 'IH1', 'V', 'ER0', 'Z'], ['S', 'IH1', 'K', 'S'], ['SH', 'IY1', 'K', 'S'], ['W', 'IH1', 'DH'], ['DH', 'AH0'], ['SH', 'EY1', 'K', 'S']]","['S200', 'S200', 'S200', 'M300', 'S200', 'S200', 'S200', 'S200', 'H532', 'S300', 'T000', 'S200', 'S200', 'H532', 'S300', 'T000', 'S200', 'W600', 'S200', 'O100', 'B520', 'S200', 'S300', 'T000', 'S200', 'S200', 'S200', 'W600', 'S200', 'O100', 'B520', 'S200', 'S300', 'T000', 'S200', 'S200', 'S200', 'S200', 'S200', 'W300', 'T000', 'S162', 'S200', 'S200', 'W300', 'T000', 'S220']"
"Hugh Hughes' shoes are huge shoes. Huge are the shoes that Hugh Hughes uses. Hugh is a youth whose shoes are huge. Hughe are the shoes in which Hugh Hughes cruises. When Hugh Hughes queues to view new shoes, blue is the hue Hugh'll usually choose. Few are the shoes Hugh'll choose to peruse. Shoes are refused that are not truly huge. A blue suit suits High Hugh's hughe shoes. In a smooth blue suit and his new blue shoes (shoes surely as huge as two blue canoes) he's truly a cool dude is groovy Hugh Hughes!","[['HH', 'Y', 'UW1'], ['HH', 'Y', 'UW1', 'Z'], ['SH', 'UW1', 'Z'], ['AA1', 'R'], ['HH', 'Y', 'UW1', 'JH'], ['SH', 'UW1', 'Z'], ['HH', 'Y', 'UW1', 'JH'], ['AA1', 'R'], ['DH', 'AH0'], ['SH', 'UW1', 'Z'], ['DH', 'AE1', 'T'], ['HH', 'Y', 'UW1'], ['HH', 'Y', 'UW1', 'Z'], ['Y', 'UW1', 'S', 'IH0', 'Z'], ['HH', 'Y', 'UW1'], ['IH1', 'Z'], ['AH0'], ['Y', 'UW1', 'TH'], ['HH', 'UW1', 'Z'], ['SH', 'UW1', 'Z'], ['AA1', 'R'], ['HH', 'Y', 'UW1', 'JH'], ['HH', 'Y', 'UW1'], ['AA1', 'R'], ['DH', 'AH0'], ['SH', 'UW1', 'Z'], ['IH0', 'N'], ['W', 'IH1', 'CH'], ['HH', 'Y', 'UW1'], ['HH', 'Y', 'UW1', 'Z'], ['K', 'R', 'UW1', 'Z', 'IH0', 'Z'], ['W', 'EH1', 'N'], ['HH', 'Y', 'UW1'], ['HH', 'Y', 'UW1', 'Z'], ['K', 'Y', 'UW1', 'Z'], ['T', 'UW1'], ['V', 'Y', 'UW1'], ['N', 'UW1'], ['SH', 'UW1', 'Z'], ['B', 'L', 'UW1'], ['IH1', 'Z'], ['DH', 'AH0'], ['HH', 'Y', 'UW1'], ['HH', 'AH1', 'L'], ['Y', 'UW1', 'ZH', 'AH0', 'W', 'AH0', 'L', 'IY0'], ['CH', 'UW1', 'Z'], ['F', 'Y', 'UW1'], ['AA1', 'R'], ['DH', 'AH0'], ['SH', 'UW1', 'Z'], ['HH', 'AH1', 'L'], ['CH', 'UW1', 'Z'], ['T', 'UW1'], ['P', 'ER0', 'UW1', 'Z'], ['SH', 'UW1', 'Z'], ['AA1', 'R'], ['R', 'AH0', 'F', 'Y', 'UW1', 'Z', 'D'], ['DH', 'AE1', 'T'], ['AA1', 'R'], ['N', 'AA1', 'T'], ['T', 'R', 'UW1', 'L', 'IY0'], ['HH', 'Y', 'UW1', 'JH'], ['AH0'], ['B', 'L', 'UW1'], ['S', 'UW1', 'T'], ['S', 'UW1', 'T', 'S'], ['HH', 'AY1'], ['Y', 'UW1', 'Z'], ['HH', 'Y', 'UW1'], ['SH', 'UW1', 'Z'], ['IH0', 'N'], ['AH0'], ['S', 'M', 'UW1', 'DH'], ['B', 'L', 'UW1'], ['S', 'UW1', 'T'], ['AH0', 'N', 'D'], ['HH', 'IH1', 'Z'], ['N', 'UW1'], ['B', 'L', 'UW1'], ['SH', 'UW1', 'Z'], ['SH', 'UW1', 'Z'], ['SH', 'UH1', 'R', 'L', 'IY0'], ['AE1', 'Z'], ['HH', 'Y', 'UW1', 'JH'], ['AE1', 'Z'], ['T', 'UW1'], ['B', 'L', 'UW1'], ['K', 'AH0', 'N', 'UW1', 'Z'], ['HH', 'IY1', 'Z'], ['T', 'R', 'UW1', 'L', 'IY0'], ['AH0'], ['K', 'UW1', 'L'], ['D', 'UW1', 'D'], ['IH1', 'Z'], ['G', 'R', 'UW1', 'V', 'IY0'], ['HH', 'Y', 'UW1'], ['HH', 'Y', 'UW1', 'Z']]","['H200', 'H220', 'S200', 'A600', 'H200', 'S200', 'H200', 'A600', 'T000', 'S200', 'T300', 'H200', 'H220', 'U220', 'H200', 'I200', 'A000', 'Y300', 'W200', 'S200', 'A600', 'H200', 'H200', 'A600', 'T000', 'S200', 'I500', 'W200', 'H200', 'H220', 'C622', 'W500', 'H200', 'H220', 'Q200', 'T000', 'V000', 'N000', 'S200', 'B400', 'I200', 'T000', 'H000', 'H240', 'U240', 'C200', 'F000', 'A600', 'T000', 'S200', 'H240', 'C200', 'T000', 'P620', 'S200', 'A600', 'R123', 'T300', 'A600', 'N300', 'T640', 'H200', 'A000', 'B400', 'S300', 'S320', 'H200', 'H200', 'H200', 'S200', 'I500', 'A000', 'S530', 'B400', 'S300', 'A530', 'H200', 'N000', 'B400', 'S200', 'S200', 'S640', 'A200', 'H200', 'A200', 'T000', 'B400', 'C520', 'H200', 'T640', 'A000', 'C400', 'D300', 'I200', 'G610', 'H200', 'H220']"
"Underwood would wear underwear. If Underwood knew where Underwood put Underwood's underwear. Did Underwood put his underwear under here or over there? Did Underwood put his underwear under or over the chair? I wonder, wonder where Underwood put Underwood's underwear?","[['AH1', 'N', 'D', 'ER0', 'W', 'UH2', 'D'], ['W', 'UH1', 'D'], ['W', 'EH1', 'R'], ['AH1', 'N', 'D', 'ER0', 'W', 'EH2', 'R'], ['IH1', 'F'], ['AH1', 'N', 'D', 'ER0', 'W', 'UH2', 'D'], ['N', 'UW1'], ['W', 'EH1', 'R'], ['AH1', 'N', 'D', 'ER0', 'W', 'UH2', 'D'], ['P', 'UH1', 'T'], ['AH1', 'N', 'D', 'ER0', 'W', 'UH2', 'D', 'Z'], ['AH1', 'N', 'D', 'ER0', 'W', 'EH2', 'R'], ['D', 'IH1', 'D'], ['AH1', 'N', 'D', 'ER0', 'W', 'UH2', 'D'], ['P', 'UH1', 'T'], ['HH', 'IH1', 'Z'], ['AH1', 'N', 'D', 'ER0', 'W', 'EH2', 'R'], ['AH1', 'N', 'D', 'ER0'], ['HH', 'IY1', 'R'], ['AO1', 'R'], ['OW1', 'V', 'ER0'], ['DH', 'EH1', 'R'], ['D', 'IH1', 'D'], ['AH1', 'N', 'D', 'ER0', 'W', 'UH2', 'D'], ['P', 'UH1', 'T'], ['HH', 'IH1', 'Z'], ['AH1', 'N', 'D', 'ER0', 'W', 'EH2', 'R'], ['AH1', 'N', 'D', 'ER0'], ['AO1', 'R'], ['OW1', 'V', 'ER0'], ['DH', 'AH0'], ['CH', 'EH1', 'R'], ['AY1'], ['W', 'AH1', 'N', 'D', 'ER0'], ['W', 'AH1', 'N', 'D', 'ER0'], ['W', 'EH1', 'R'], ['AH1', 'N', 'D', 'ER0', 'W', 'UH2', 'D'], ['P', 'UH1', 'T'], ['AH1', 'N', 'D', 'ER0', 'W', 'UH2', 'D', 'Z'], ['AH1', 'N', 'D', 'ER0', 'W', 'EH2', 'R']]","['U536', 'W430', 'W600', 'U536', 'I100', 'U536', 'K500', 'W600', 'U536', 'P300', 'U536', 'U536', 'D300', 'U536', 'P300', 'H200', 'U536', 'U536', 'H600', 'O600', 'O160', 'T600', 'D300', 'U536', 'P300', 'H200', 'U536', 'U536', 'O600', 'O160', 'T000', 'C600', 'I000', 'W536', 'W536', 'W600', 'U536', 'P300', 'U536', 'U536']"
Three thriftless threshers threshing the corn threw all their thandwiches into the bourne. Thome of them floated. Thome of them sank. Tho three thriftless threshers thlid down the bank. One lothy hith Thermoth flathk. One lothy hith thoes. The third one wath naked tho had nothing to lothe.,"[['TH', 'R', 'IY1'], ['TH', 'R', 'IH1', 'F', 'T', 'L', 'AH0', 'S'], ['TH', 'R', 'EH1', 'SH', 'ER0', 'Z'], ['TH', 'R', 'EH1', 'SH', 'IH0', 'NG'], ['DH', 'AH0'], ['K', 'AO1', 'R', 'N'], ['TH', 'R', 'UW1'], ['AO1', 'L'], ['DH', 'EH1', 'R'], ['TH', 'AE1', 'N', 'D', 'W', 'IH0', 'CH', 'IH0', 'Z'], ['IH0', 'N', 'T', 'UW1'], ['DH', 'AH0'], ['B', 'AO1', 'R', 'N'], ['TH', 'OW1', 'M'], ['AH1', 'V'], ['DH', 'EH1', 'M'], ['F', 'L', 'OW1', 'T', 'AH0', 'D'], ['TH', 'OW1', 'M'], ['AH1', 'V'], ['DH', 'EH1', 'M'], ['S', 'AE1', 'NG', 'K'], ['DH', 'OW1'], ['TH', 'R', 'IY1'], ['TH', 'R', 'IH1', 'F', 'T', 'L', 'AH0', 'S'], ['TH', 'R', 'EH1', 'SH', 'ER0', 'Z'], ['TH', 'L', 'AY1', 'D'], ['D', 'AW1', 'N'], ['DH', 'AH0'], ['B', 'AE1', 'NG', 'K'], ['W', 'AH1', 'N'], ['L', 'AA1', 'TH', 'IY0'], ['HH', 'IH1', 'TH'], ['TH', 'ER1', 'M', 'AA2', 'TH'], ['F', 'L', 'AE1', 'TH', 'K'], ['W', 'AH1', 'N'], ['L', 'AA1', 'TH', 'IY0'], ['HH', 'IH1', 'TH'], ['DH', 'OW1', 'Z'], ['DH', 'AH0'], ['TH', 'ER1', 'D'], ['W', 'AH1', 'N'], ['W', 'AO1', 'TH'], ['N', 'EY1', 'K', 'AH0', 'D'], ['DH', 'OW1'], ['HH', 'AE1', 'D'], ['N', 'AH1', 'TH', 'IH0', 'NG'], ['T', 'UW1'], ['L', 'AH1', 'DH']]","['T600', 'T613', 'T626', 'T625', 'T000', 'C650', 'T600', 'A400', 'T600', 'T532', 'I530', 'T000', 'B650', 'T500', 'O100', 'T500', 'F433', 'T500', 'O100', 'T500', 'S520', 'T000', 'T600', 'T613', 'T626', 'T430', 'D500', 'T000', 'B520', 'O500', 'L300', 'H300', 'T653', 'F432', 'O500', 'L300', 'H300', 'T200', 'T000', 'T630', 'O500', 'W300', 'N230', 'T000', 'H300', 'N352', 'T000', 'L300']"
"Soldiers shoulder rifles. Cobblers solder soldiers' shoes. When soldiers shoulder rifles, they wear soldered soldiers' shoes.","[['S', 'OW1', 'L', 'JH', 'ER0', 'Z'], ['SH', 'OW1', 'L', 'D', 'ER0'], ['R', 'AY1', 'F', 'AH0', 'L', 'Z'], ['K', 'AA1', 'B', 'L', 'ER0', 'Z'], ['S', 'AA1', 'D', 'ER0'], ['S', 'OW1', 'L', 'JH', 'ER0', 'Z'], ['SH', 'UW1', 'Z'], ['W', 'EH1', 'N'], ['S', 'OW1', 'L', 'JH', 'ER0', 'Z'], ['SH', 'OW1', 'L', 'D', 'ER0'], ['R', 'AY1', 'F', 'AH0', 'L', 'Z'], ['DH', 'EY1'], ['W', 'EH1', 'R'], ['S', 'AA1', 'D', 'ER0', 'AH0', 'D'], ['S', 'OW1', 'L', 'JH', 'ER0', 'Z'], ['SH', 'UW1', 'Z']]","['S436', 'S436', 'R142', 'C146', 'S436', 'S436', 'S200', 'W500', 'S436', 'S436', 'R142', 'T000', 'W600', 'S436', 'S436', 'S200']"
"Out Joe wants to know if your Joe will lend out Joe your Joe's banjo. If your Joe won't lend out Jor your Joe's banjo, our Joe won't lend your Joe out Joe's banjo when our Joe has a banjo!","[['AW1', 'T'], ['JH', 'OW1'], ['W', 'AA1', 'N', 'T', 'S'], ['T', 'UW1'], ['N', 'OW1'], ['IH1', 'F'], ['Y', 'AO1', 'R'], ['JH', 'OW1'], ['W', 'IH1', 'L'], ['L', 'EH1', 'N', 'D'], ['AW1', 'T'], ['JH', 'OW1'], ['Y', 'AO1', 'R'], ['JH', 'OW1', 'Z'], ['B', 'AE1', 'N', 'JH', 'OW2'], ['IH1', 'F'], ['Y', 'AO1', 'R'], ['JH', 'OW1'], ['W', 'OW1', 'N', 'T'], ['L', 'EH1', 'N', 'D'], ['AW1', 'T'], ['JH', 'AO1', 'R'], ['Y', 'AO1', 'R'], ['JH', 'OW1', 'Z'], ['B', 'AE1', 'N', 'JH', 'OW2'], ['AW1', 'ER0'], ['JH', 'OW1'], ['W', 'OW1', 'N', 'T'], ['L', 'EH1', 'N', 'D'], ['Y', 'AO1', 'R'], ['JH', 'OW1'], ['AW1', 'T'], ['JH', 'OW1', 'Z'], ['B', 'AE1', 'N', 'JH', 'OW2'], ['W', 'EH1', 'N'], ['AW1', 'ER0'], ['JH', 'OW1'], ['HH', 'AE1', 'Z'], ['AH0'], ['B', 'AE1', 'N', 'JH', 'OW2']]","['O300', 'J000', 'W532', 'T000', 'K500', 'I100', 'Y600', 'J000', 'W400', 'L530', 'O300', 'J000', 'Y600', 'J200', 'B520', 'I100', 'Y600', 'J000', 'W530', 'L530', 'O300', 'J600', 'Y600', 'J200', 'B520', 'O600', 'J000', 'W530', 'L530', 'Y600', 'J000', 'O300', 'J200', 'B520', 'W500', 'O600', 'J000', 'H200', 'A000', 'B520']"
"Mr Lott's allotment meant a lot to Mr, Lott. Now Mr. Lott is missed a lot on Mr Lott's allotment.","[['M', 'IH1', 'S', 'T', 'ER0'], ['L', 'AA1', 'T', 'S'], ['AH0', 'L', 'AA1', 'T', 'M', 'AH0', 'N', 'T'], ['M', 'EH1', 'N', 'T'], ['AH0'], ['L', 'AA1', 'T'], ['T', 'UW1'], ['M', 'IH1', 'S', 'T', 'ER0'], ['L', 'AA1', 'T'], ['N', 'AW1'], ['M', 'IH1', 'S', 'T', 'ER0'], ['L', 'AA1', 'T'], ['IH1', 'Z'], ['M', 'IH1', 'S', 'T'], ['AH0'], ['L', 'AA1', 'T'], ['AA1', 'N'], ['M', 'IH1', 'S', 'T', 'ER0'], ['L', 'AA1', 'T', 'S'], ['AH0', 'L', 'AA1', 'T', 'M', 'AH0', 'N', 'T']]","['M600', 'L320', 'A435', 'M530', 'A000', 'L300', 'T000', 'M600', 'L300', 'N000', 'M600', 'L300', 'I200', 'M230', 'A000', 'L300', 'O500', 'M600', 'L320', 'A435']"
"Pick up a stick up, a stick up now pick. Let me hear you say that nine times, quick!","[['P', 'IH1', 'K'], ['AH1', 'P'], ['AH0'], ['S', 'T', 'IH1', 'K'], ['AH1', 'P'], ['AH0'], ['S', 'T', 'IH1', 'K'], ['AH1', 'P'], ['N', 'AW1'], ['P', 'IH1', 'K'], ['L', 'EH1', 'T'], ['M', 'IY1'], ['HH', 'IY1', 'R'], ['Y', 'UW1'], ['S', 'EY1'], ['DH', 'AE1', 'T'], ['N', 'AY1', 'N'], ['T', 'AY1', 'M', 'Z'], ['K', 'W', 'IH1', 'K']]","['P200', 'U100', 'A000', 'S320', 'U100', 'A000', 'S320', 'U100', 'N000', 'P200', 'L300', 'M000', 'H600', 'Y000', 'S000', 'T300', 'N500', 'T520', 'Q200']"
"Shaun Short bought some shorts. The shorts were shorter than Shaun Short thought. Shaun Short's short shorts were so short, Shaun Short thought Shain, you ought not to have bought shorts so short.","[['SH', 'AO1', 'N'], ['SH', 'AO1', 'R', 'T'], ['B', 'AA1', 'T'], ['S', 'AH1', 'M'], ['SH', 'AO1', 'R', 'T', 'S'], ['DH', 'AH0'], ['SH', 'AO1', 'R', 'T', 'S'], ['W', 'ER0'], ['SH', 'AO1', 'R', 'T', 'ER0'], ['DH', 'AE1', 'N'], ['SH', 'AO1', 'N'], ['SH', 'AO1', 'R', 'T'], ['TH', 'AO1', 'T'], ['SH', 'AO1', 'N'], ['SH', 'AO1', 'R', 'T', 'S'], ['SH', 'AO1', 'R', 'T'], ['SH', 'AO1', 'R', 'T', 'S'], ['W', 'ER0'], ['S', 'OW1'], ['SH', 'AO1', 'R', 'T'], ['SH', 'AO1', 'N'], ['SH', 'AO1', 'R', 'T'], ['TH', 'AO1', 'T'], ['SH', 'EY1', 'N'], ['Y', 'UW1'], ['AO1', 'T'], ['N', 'AA1', 'T'], ['T', 'UW1'], ['HH', 'AE1', 'V'], ['B', 'AA1', 'T'], ['SH', 'AO1', 'R', 'T', 'S'], ['S', 'OW1'], ['SH', 'AO1', 'R', 'T']]","['S500', 'S630', 'B230', 'S500', 'S632', 'T000', 'S632', 'W600', 'S636', 'T500', 'S500', 'S630', 'T230', 'S500', 'S632', 'S630', 'S632', 'W600', 'S000', 'S630', 'S500', 'S630', 'T230', 'S500', 'Y000', 'O230', 'N300', 'T000', 'H100', 'B230', 'S632', 'S000', 'S630']"
"Sue Shore shrieked. Sue Shore shouted ""Shoo!"" Sue was sure she saw a shrew in her shoe.","[['S', 'UW1'], ['SH', 'AO1', 'R'], ['SH', 'R', 'IY1', 'K', 'T'], ['S', 'UW1'], ['SH', 'AO1', 'R'], ['SH', 'AW1', 'T', 'AH0', 'D'], ['SH', 'UW1'], ['S', 'UW1'], ['W', 'AA1', 'Z'], ['SH', 'UH1', 'R'], ['SH', 'IY1'], ['S', 'AO1'], ['AH0'], ['SH', 'R', 'UW1'], ['IH0', 'N'], ['HH', 'ER0'], ['SH', 'UW1']]","['S000', 'S600', 'S623', 'S000', 'S600', 'S330', 'S000', 'S000', 'W200', 'S600', 'S000', 'S000', 'A000', 'S600', 'I500', 'H600', 'S000']"
"Antonio, Antonio, was tired of living alonio. He thought he would woo Miss Lissamy Lou, Miss lIssamy Lou Molonio. Antonio, Antonio, rode off on his polo-ponio. He found the fair maid in a bowery shade, A-sitting and knitting alonio. Antonio, Antonio, said ""If you will be my ownio I'll love you true and I'll buy for you, an icery creamery conio!"" ""Oh no, Antonio, you're far too bleak and bonio! And all that I wish, you singular fish, is that you'll quickly begonio."" Antonio, Antonio, he uttered a dismal moanio, then ran off and hid (Or I'm told that he did) in the Antarctical Zonio.","[['AE0', 'N', 'T', 'OW1', 'N', 'IY0', 'OW0'], ['AE0', 'N', 'T', 'OW1', 'N', 'IY0', 'OW0'], ['W', 'AA1', 'Z'], ['T', 'AY1', 'ER0', 'D'], ['AH1', 'V'], ['L', 'IH1', 'V', 'IH0', 'NG'], ['AH0', 'L', 'OW1', 'N', 'IY0', 'OW0'], ['HH', 'IY1'], ['TH', 'AO1', 'T'], ['HH', 'IY1'], ['W', 'UH1', 'D'], ['W', 'UW1'], ['M', 'IH1', 'S'], ['L', 'IH1', 'S', 'AH0', 'M', 'IY0'], ['L', 'UW1'], ['M', 'IH1', 'S'], ['L', 'IH1', 'S', 'AH0', 'M', 'IY0'], ['L', 'UW1'], ['M', 'OW0', 'L', 'OW1', 'N', 'IY0', 'OW0'], ['AE0', 'N', 'T', 'OW1', 'N', 'IY0', 'OW0'], ['AE0', 'N', 'T', 'OW1', 'N', 'IY0', 'OW0'], ['R', 'OW1', 'D'], ['AO1', 'F'], ['AA1', 'N'], ['HH', 'IH1', 'Z'], ['P', 'OW0', 'L', 'OW0', 'P', 'OW0', 'N', 'IY1', 'P', 'IY0', 'OW0'], ['HH', 'IY1'], ['F', 'AW1', 'N', 'D'], ['DH', 'AH0'], ['F', 'EH1', 'R'], ['M', 'EY1', 'D'], ['IH0', 'N'], ['AH0'], ['B', 'AW1', 'ER0', 'IY0'], ['SH', 'EY1', 'D'], ['AH0', 'Z', 'IH1', 'T', 'IH0', 'NG'], ['AH0', 'N', 'D'], ['N', 'IH1', 'T', 'IH0', 'NG'], ['AH0', 'L', 'OW1', 'N', 'IY0', 'OW0'], ['AE0', 'N', 'T', 'OW1', 'N', 'IY0', 'OW0'], ['AE0', 'N', 'T', 'OW1', 'N', 'IY0', 'OW0'], ['S', 'EH1', 'D'], ['IH1', 'F'], ['Y', 'UW1'], ['W', 'IH1', 'L'], ['B', 'IY1'], ['M', 'AY1'], ['OW1', 'N', 'Y', 'OW0'], ['IH1', 'L'], ['L', 'AH1', 'V'], ['Y', 'UW1'], ['T', 'R', 'UW1'], ['AH0', 'N', 'D'], ['IH1', 'L'], ['B', 'AY1'], ['F', 'AO1', 'R'], ['Y', 'UW1'], ['AE1', 'N'], ['AY1', 'S', 'ER0', 'IY0'], ['K', 'R', 'IY1', 'M', 'ER0', 'IY0'], ['K', 'OW1', 'N', 'IY0', 'OW0'], ['OW1'], ['N', 'OW1'], ['AE0', 'N', 'T', 'OW1', 'N', 'IY0', 'OW0'], ['Y', 'UH1', 'R'], ['F', 'AA1', 'R'], ['T', 'UW1'], ['B', 'L', 'IY1', 'K'], ['AH0', 'N', 'D'], ['B', 'OW1', 'N', 'IY0', 'OW0'], ['AH0', 'N', 'D'], ['AO1', 'L'], ['DH', 'AE1', 'T'], ['AY1'], ['W', 'IH1', 'SH'], ['Y', 'UW1'], ['S', 'IH1', 'NG', 'G', 'Y', 'AH0', 'L', 'ER0'], ['F', 'IH1', 'SH'], ['IH1', 'Z'], ['DH', 'AE1', 'T'], ['Y', 'UW1', 'L'], ['K', 'W', 'IH1', 'K', 'L', 'IY0'], ['B', 'IH0', 'G', 'OW1', 'N', 'IY0', 'OW0'], ['AE0', 'N', 'T', 'OW1', 'N', 'IY0', 'OW0'], ['AE0', 'N', 'T', 'OW1', 'N', 'IY0', 'OW0'], ['HH', 'IY1'], ['AH1', 'T', 'ER0', 'D'], ['AH0'], ['D', 'IH1', 'Z', 'M', 'AH0', 'L'], ['M', 'OW0', 'AA1', 'N', 'IY0', 'OW0'], ['DH', 'EH1', 'N'], ['R', 'AE1', 'N'], ['AO1', 'F'], ['AH0', 'N', 'D'], ['HH', 'IH1', 'D'], ['AO1', 'R'], ['IH1', 'M'], ['T', 'OW1', 'L', 'D'], ['DH', 'AE1', 'T'], ['HH', 'IY1'], ['D', 'IH1', 'D'], ['IH0', 'N'], ['DH', 'AH0'], ['AE2', 'N', 'T', 'ER0', 'T', 'AE1', 'K', 'T', 'AH0', 'L'], ['Z', 'OW1', 'N', 'IY0', 'OW0']]","['A535', 'A535', 'W200', 'T630', 'O100', 'L152', 'A450', 'H000', 'T230', 'H000', 'W430', 'W000', 'M200', 'L250', 'L000', 'M200', 'L250', 'L000', 'M450', 'A535', 'A535', 'R300', 'O100', 'O500', 'H200', 'P415', 'H000', 'F530', 'T000', 'F600', 'M300', 'I500', 'A000', 'B600', 'S300', 'A235', 'A530', 'K535', 'A450', 'A535', 'A535', 'S300', 'I100', 'Y000', 'W400', 'B000', 'M000', 'O500', 'I400', 'L100', 'Y000', 'T600', 'A530', 'I400', 'B000', 'F600', 'Y000', 'A500', 'I260', 'C656', 'C500', 'O000', 'N000', 'A535', 'Y600', 'F600', 'T000', 'B420', 'A530', 'B500', 'A530', 'A400', 'T300', 'I000', 'W200', 'Y000', 'S524', 'F200', 'I200', 'T300', 'Y400', 'Q240', 'B250', 'A535', 'A535', 'H000', 'U363', 'A000', 'D254', 'M500', 'T500', 'R500', 'O100', 'A530', 'H300', 'O600', 'I500', 'T430', 'T300', 'H000', 'D300', 'I500', 'T000', 'A536', 'Z500']"
